Name,EmployeId,Gender,Age,MaritalStatus,EducationField,Qualifications,Vertical,Role,Work Experience,DistanceFromHome,Daily,Hour,Monthly,MonthlyRate,OverTime,Hours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,Turnover,Travelling,Satisfaction,Engagement,JobLevel,Last Rating,SalaryHike,Work&Life
Lindsey,IDRD281,F,35,Married,Medical,3,Research & Development,Manufacturing Director,4,7,1237,30,6955,21709,No,80,8,7,0,3,3,No,No,4,2,2,3,17,3
Lionel,IDRD904,M,27,Single,Medical,3,Research & Development,Laboratory Technician,1,7,851,30,3878,7292,No,80,1,0,0,0,3,Yes,Mostly,3,1,1,3,14,1
Lisa,IDRD033,F,43,Married,Life Sciences,3,Research & Development,Research Director,3,23,652,70,10599,3142,No,80,9,0,0,0,3,No,Sometimes,4,4,3,3,16,3
Lizzie,IDSL374,F,30,Married,Life Sciences,4,Sales,Sales Executive,3,4,662,43,5871,5942,No,80,6,2,1,3,4,No,Sometimes,4,3,2,3,12,3
Lloyd,IDSL132,M,31,Single,Other,3,Sales,Human Resources,0,20,1254,86,2370,6432,No,80,6,2,3,2,2,Yes,Mostly,4,2,1,3,12,3
Logan,IDSL062,M,43,Married,Marketing,2,Sales,Sales Executive,0,16,739,69,6731,4828,No,80,9,2,1,1,4,No,Mostly,4,3,2,3,14,2
Lois,IDRD145,F,34,Married,Life Sciences,2,Research & Development,Manufacturing Director,0,23,423,44,6162,12941,No,80,15,17,5,13,2,No,Sometimes,4,3,2,3,16,2
Lola,IDRD452,F,22,Divorced,Medical,2,Research & Development,Manufacturing Director,0,18,1290,45,4822,14637,Yes,80,8,7,0,7,2,No,Mostly,4,3,2,3,14,2
London,IDRD816,F,35,Divorced,Life Sciences,4,Research & Development,Research Scientist,1,10,247,73,2570,3639,No,80,1,0,0,0,5,No,Sometimes,3,3,1,3,16,3
Lonnie,IDRD433,M,49,Divorced,Technical Degree,1,Research & Development,Manufacturing Director,4,2,575,34,6440,14236,No,80,9,0,1,0,2,No,Sometimes,3,3,2,3,19,3
Lora,IDSL312,F,40,Married,Marketing,3,Sales,Sales Executive,8,6,696,100,13356,18999,No,80,12,9,11,15,2,No,Sometimes,3,2,3,3,12,2
Loren,IDHR049,M,45,Married,Medical,3,Human Resources,Manager,6,7,1000,91,16934,14339,No,80,21,16,5,11,2,No,Sometimes,1,3,5,3,11,3
Lorena,IDSL338,F,22,Married,Marketing,1,Sales,Sales Representative,0,28,696,50,2167,24658,Yes,80,2,2,1,4,0,Yes,Sometimes,1,4,1,3,15,3
Lorene,IDRD781,F,50,Married,Medical,2,Research & Development,Healthcare Representative,4,15,1395,56,13073,2227,Yes,80,23,6,15,2,0,No,Mostly,4,3,3,3,19,2
Lorenzo,IDSL268,M,31,Divorced,Marketing,3,Sales,Sales Executive,1,20,1346,55,5546,23026,No,80,13,5,3,1,2,No,No,3,3,2,4,21,4
Loretta,IDRD274,F,31,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,2,10,183,57,2993,5069,No,80,4,1,0,2,3,No,No,4,4,1,4,21,3
Lori,IDRD134,F,28,Married,Medical,3,Research & Development,Laboratory Technician,1,19,929,99,4611,9195,No,80,2,2,2,2,2,No,Sometimes,3,2,1,3,19,3
Lorna,IDRD909,F,37,Married,Life Sciences,3,Research & Development,Research Scientist,1,7,1401,67,2900,26270,Yes,80,1,0,0,0,2,Yes,Mostly,3,3,1,3,11,2
Lorraine,IDSL104,F,31,Single,Life Sciences,4,Sales,Sales Executive,0,10,715,52,6993,14825,No,80,9,7,0,9,4,No,Sometimes,2,2,2,3,14,2
Lottie,IDSL336,F,50,Married,Marketing,3,Sales,Sales Executive,2,2,111,78,6787,19439,Yes,80,9,0,0,0,0,No,Mostly,3,2,2,3,15,3
Lou,IDRD869,F,50,Divorced,Medical,2,Research & Development,Manager,3,1,531,88,10272,21891,No,80,23,7,11,17,3,No,No,1,2,3,3,15,2
Louie,IDSL441,M,42,Married,Marketing,3,Sales,Sales Executive,3,10,311,79,4732,14599,Yes,80,1,0,0,0,3,No,Sometimes,4,3,2,3,11,2
Louis,IDSL053,M,25,Single,Life Sciences,2,Sales,Sales Executive,1,10,1415,98,9454,12418,No,80,9,8,3,6,6,No,Sometimes,2,3,3,4,20,2
Louise,IDRD140,F,40,Married,Life Sciences,1,Research & Development,Research Scientist,4,28,860,78,2657,26387,Yes,80,8,4,0,3,3,No,Sometimes,3,2,1,3,18,3
Lowell,IDSL361,M,34,Divorced,Medical,3,Sales,Sales Executive,1,8,590,52,4460,13533,No,80,13,14,3,9,3,No,Sometimes,1,3,2,3,12,3
Luca,IDRD916,M,42,Divorced,Life Sciences,3,Research & Development,Manufacturing Director,2,7,197,45,10889,25816,No,80,3,2,0,2,2,No,Sometimes,4,3,3,3,16,3
Lucas,IDSL081,M,35,Married,Marketing,2,Sales,Sales Executive,1,17,460,43,4204,23939,No,80,7,0,0,3,5,No,No,3,3,2,4,20,3
Lucia,IDSL339,F,28,Single,Medical,2,Sales,Sales Executive,1,3,1455,97,6162,9111,No,80,2,2,2,2,2,No,Sometimes,1,3,2,3,16,3
Lucile,IDSL406,F,55,Married,Life Sciences,3,Sales,Manager,2,4,729,84,18929,15549,No,80,26,16,15,11,2,No,Mostly,1,3,4,3,13,3
Lucille,IDRD228,F,29,Single,Technical Degree,3,Research & Development,Laboratory Technician,5,15,262,98,2538,6051,Yes,80,6,2,0,2,3,Yes,Mostly,1,2,1,3,15,2
Lucinda,IDRD795,F,34,Single,Medical,3,Research & Development,Research Scientist,6,8,132,100,3280,13932,No,80,1,0,0,0,3,No,Mostly,4,3,1,3,19,2
Lucy,IDRD246,F,58,Married,Medical,5,Research & Development,Research Director,3,2,675,57,16205,8578,Yes,80,24,14,5,12,2,No,Sometimes,4,2,4,3,16,3
Luella,IDRD928,F,29,Married,Technical Degree,2,Research & Development,Research Scientist,8,1,603,81,3417,17344,Yes,80,5,1,0,4,3,Yes,Sometimes,1,2,1,3,14,4
Luis,IDRD179,M,45,Married,Medical,1,Research & Development,Research Director,4,3,1495,36,17357,17732,No,80,6,2,4,0,3,No,Sometimes,4,2,3,3,12,3
Lukas,IDSL399,M,37,Divorced,Life Sciences,1,Sales,Research Director,1,4,228,52,15308,25674,No,80,21,8,4,9,2,No,Mostly,4,1,4,3,11,3
Luke,IDSL074,M,25,Married,Life Sciences,1,Sales,Sales Representative,5,24,581,82,2888,16100,Yes,80,1,0,0,0,2,Yes,Sometimes,2,3,1,4,23,3
Lula,IDRD476,F,53,Married,Medical,4,Research & Development,Research Scientist,8,1,1127,53,2991,5595,No,80,2,2,2,1,3,No,Sometimes,4,2,1,3,14,2
Luna,IDSL409,F,31,Single,Marketing,2,Sales,Sales Executive,1,14,933,58,4215,9330,No,80,10,7,8,9,2,No,Sometimes,2,3,2,3,16,3
Luther,IDHR042,M,37,Single,Other,3,Human Resources,Sales Executive,3,7,909,30,9717,16395,Yes,80,5,3,0,7,2,Yes,Mostly,4,2,3,3,12,3
Lydia,IDRD289,F,40,Single,Medical,2,Research & Development,Manager,2,2,839,89,19697,7330,No,80,1,0,0,0,3,No,Sometimes,3,3,4,3,12,3
Lyla,IDRD908,F,24,Married,Medical,3,Research & Development,Research Scientist,1,11,422,96,3837,2227,No,80,5,2,0,1,5,No,Sometimes,1,3,1,3,16,3
Lyle,IDSL287,M,44,Married,Other,4,Sales,Sales Executive,4,2,1295,74,6871,14723,Yes,80,9,3,0,0,3,No,Sometimes,4,3,2,4,21,3
Lynda,IDSL237,F,20,Single,Marketing,3,Sales,Sales Executive,1,29,204,45,6046,18033,No,80,7,4,5,7,2,Yes,Sometimes,4,2,2,3,12,4
Lynette,IDRD701,F,33,Married,Medical,3,Research & Development,Healthcare Representative,1,1,1141,95,1102,24575,No,80,10,7,1,7,3,No,Sometimes,4,3,2,3,19,3
Lynn,IDRD262,F,39,Single,Life Sciences,3,Research & Development,Manufacturing Director,1,24,519,39,5804,21294,Yes,80,10,8,4,10,2,No,Mostly,4,2,3,3,14,2
Lynn,IDRD652,M,50,Married,Medical,2,Research & Development,Research Scientist,2,8,327,71,10341,19352,Yes,80,8,3,0,7,4,No,Sometimes,1,3,4,3,16,3
Lynne,IDSL274,F,35,Single,Marketing,1,Sales,Sales Representative,5,2,268,75,2651,23497,Yes,80,2,2,2,2,2,Yes,Sometimes,3,3,1,3,14,2
Mabel,IDRD351,F,25,Single,Life Sciences,2,Research & Development,Laboratory Technician,0,9,1473,49,2820,4316,No,80,5,3,0,2,0,No,No,2,2,1,3,13,3
Mable,IDRD647,F,34,Married,Medical,3,Research & Development,Manager,3,20,498,38,13484,17362,No,80,12,12,15,12,2,No,Mostly,3,3,4,3,11,3
Mack,IDRD791,M,33,Divorced,Medical,4,Research & Development,Healthcare Representative,0,16,535,90,7437,12436,Yes,80,7,8,1,7,2,No,Sometimes,3,3,3,3,11,3
Mackenzie,IDSL168,F,42,Single,Life Sciences,1,Sales,Manager,3,13,474,50,19699,26897,No,80,6,8,2,4,3,No,Sometimes,2,3,5,3,11,4
Macy,IDRD937,F,56,Single,Other,3,Research & Development,Healthcare Representative,6,8,1327,39,10703,3059,No,80,3,0,4,2,2,No,No,4,1,3,3,15,3
Maddox,IDSL414,M,28,Single,Other,3,Sales,Sales Executive,0,4,640,30,6013,2925,Yes,80,8,7,5,7,3,Yes,Sometimes,4,2,2,3,12,4
Madeleine,IDRD744,F,37,Married,Life Sciences,3,Research & Development,Laboratory Technician,4,8,944,70,2113,7243,No,80,0,0,0,0,2,No,Sometimes,3,2,1,3,11,3
Madeline,IDRD258,F,35,Divorced,Life Sciences,2,Research & Development,Manufacturing Director,3,3,642,45,4595,19391,Yes,80,10,7,3,7,3,No,No,3,3,2,3,18,3
Madelyn,IDRD439,F,33,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,1,10,1222,80,5071,18903,No,80,6,4,0,2,3,No,Sometimes,1,3,2,4,23,3
Madison,IDSL055,F,43,Married,Marketing,2,Sales,Sales Executive,7,7,459,54,10386,14853,No,80,1,0,1,0,2,No,Sometimes,2,3,3,3,12,3
Mae,IDRD395,F,42,Married,Life Sciences,4,Research & Development,Manager,3,1,1483,95,19270,14731,Yes,80,11,8,11,8,2,No,Sometimes,3,3,5,3,14,3
Maggie,IDSL185,F,26,Married,Technical Degree,1,Sales,Sales Representative,1,2,475,60,3968,4392,No,80,5,4,0,3,2,No,Mostly,2,2,1,4,21,4
Makayla,IDSL207,F,29,Single,Marketing,1,Sales,Sales Representative,1,4,578,91,2973,15412,No,80,10,7,9,0,3,Yes,Sometimes,1,3,1,3,16,3
Makenna,IDRD945,F,51,Single,Medical,4,Research & Development,Manufacturing Director,4,11,1309,80,13680,20930,No,80,7,1,7,0,2,Yes,No,4,4,3,4,22,4
Makenzie,IDSL365,F,42,Single,Marketing,1,Sales,Sales Executive,7,16,934,56,8269,12615,No,80,2,1,2,2,3,No,Sometimes,2,3,3,3,16,3
Malachi,IDRD683,M,46,Married,Life Sciences,2,Research & Development,Research Director,4,14,547,33,19021,24905,Yes,80,9,0,0,0,1,No,Sometimes,4,3,4,3,16,3
Malcolm,IDRD553,M,27,Married,Medical,3,Research & Development,Healthcare Representative,6,5,1358,45,4777,14912,Yes,80,2,2,4,2,4,No,Sometimes,2,3,2,3,12,4
Malik,IDRD731,M,39,Divorced,Life Sciences,3,Research & Development,Research Director,0,9,1490,92,10561,21396,Yes,80,10,9,7,4,6,No,Sometimes,3,3,3,4,21,3
Mallory,IDRD588,F,55,Divorced,Technical Degree,3,Research & Development,Research Director,8,2,1371,38,13409,18576,No,80,26,9,1,4,2,No,Sometimes,4,1,4,4,22,3
Mamie,IDSL250,F,39,Married,Marketing,3,Sales,Sales Executive,2,10,1376,54,8595,12177,No,80,8,7,1,7,2,No,Sometimes,2,3,2,3,12,3
Mandy,IDSL337,F,43,Single,Technical Degree,2,Sales,Sales Executive,1,1,947,53,6698,18817,No,80,1,0,0,0,0,No,Sometimes,1,2,2,3,14,3
Manuel,IDRD261,M,31,Divorced,Medical,2,Research & Development,Laboratory Technician,3,1,1132,80,6126,17719,No,80,4,2,3,2,6,No,Sometimes,1,3,1,3,11,4
Marc,IDRD326,M,31,Single,Medical,3,Research & Development,Laboratory Technician,0,10,630,37,3177,22916,No,80,10,7,1,7,2,No,Sometimes,3,3,1,3,14,3
Marcella,IDRD564,F,25,Married,Medical,1,Research & Development,Research Scientist,1,25,816,67,2070,6112,No,80,5,3,0,3,2,No,Sometimes,2,2,1,3,12,3
Marcia,IDRD352,F,58,Married,Life Sciences,3,Research & Development,Research Scientist,3,9,530,72,4064,15400,No,80,3,0,1,3,2,Yes,Sometimes,4,3,1,4,21,2
Marco,IDRD513,M,39,Divorced,Medical,3,Research & Development,Research Scientist,1,3,820,78,5020,18458,No,80,6,1,1,3,2,No,Sometimes,3,4,2,3,13,3
Marcos,IDRD668,M,21,Single,Technical Degree,3,Research & Development,Research Scientist,4,13,881,78,2991,23451,Yes,80,2,2,1,2,1,Yes,Sometimes,3,1,1,4,25,3
Marcus,IDRD208,M,35,Married,Medical,4,Research & Development,Healthcare Representative,0,8,473,95,4578,23951,No,80,10,3,6,8,2,No,Sometimes,3,4,2,4,22,3
Margaret,IDRD020,F,49,Married,Medical,5,Research & Development,Manufacturing Director,1,7,227,49,5605,2243,No,80,10,7,15,16,2,No,Sometimes,4,3,2,4,23,3
Margarita,IDRD771,F,26,Single,Medical,2,Research & Development,Laboratory Technician,1,15,446,32,3716,20755,Yes,80,9,7,1,8,6,Yes,Sometimes,4,4,1,3,12,3
Margie,IDSL203,F,28,Divorced,Medical,3,Sales,Sales Executive,8,1,1342,32,5946,26897,No,80,3,2,0,2,5,No,Sometimes,4,3,2,3,14,3
Marguerite,IDRD431,F,50,Single,Other,3,Research & Development,Laboratory Technician,1,1,111,53,2999,15809,No,80,0,0,0,0,5,Yes,Sometimes,4,3,1,3,11,2
Maria,IDRD076,F,35,Married,Medical,2,Research & Development,Research Scientist,2,8,1239,37,1118,5577,No,80,1,0,0,0,3,No,Sometimes,1,4,1,3,13,3
Mariah,IDSL197,F,38,Divorced,Life Sciences,2,Sales,Sales Executive,2,8,1291,85,6300,18331,Yes,80,1,0,0,0,3,No,Sometimes,2,2,2,3,12,4
Marian,IDRD333,F,36,Married,Medical,4,Research & Development,Healthcare Representative,6,3,111,96,1129,22792,Yes,80,5,4,0,3,3,No,Sometimes,3,2,3,3,19,3
Mariana,IDRD804,F,30,Divorced,Technical Degree,4,Research & Development,Laboratory Technician,7,2,451,90,3146,17751,Yes,80,2,2,2,2,2,Yes,Sometimes,3,3,1,3,11,4
Marianne,IDRD557,F,57,Divorced,Life Sciences,1,Research & Development,Research Director,0,17,235,31,13456,17169,No,80,29,6,15,11,3,No,Sometimes,3,2,4,3,13,3
Marie,IDRD078,F,34,Single,Technical Degree,3,Research & Development,Research Director,0,1,796,62,13177,23656,Yes,80,15,6,1,13,5,No,No,3,1,3,4,23,4
Marilyn,IDSL056,F,38,Divorced,Technical Degree,3,Sales,Sales Executive,1,4,973,70,5991,15073,No,80,16,7,5,17,3,No,Mostly,3,3,2,3,13,3
Marina,IDSL371,F,37,Married,Life Sciences,3,Sales,Sales Executive,0,6,1495,76,8029,14500,Yes,80,10,9,3,0,3,No,Mostly,4,3,2,4,22,3
Mario,IDRD319,M,37,Married,Medical,4,Research & Development,Manufacturing Director,7,8,1443,73,1129,10617,No,80,14,9,3,7,2,No,No,2,2,2,3,14,4
Marion,IDRD255,F,40,Single,Life Sciences,4,Research & Development,Laboratory Technician,5,28,215,46,8223,7967,No,80,8,0,0,6,5,Yes,Mostly,2,3,2,4,22,3
Marion,IDRD522,M,40,Divorced,Medical,4,Research & Development,Research Director,1,4,281,83,17410,19128,No,80,25,7,0,12,3,No,Sometimes,4,3,3,3,11,4
Marisa,IDSL316,F,35,Single,Marketing,4,Sales,Sales Executive,8,8,806,41,6059,16087,No,80,11,11,5,10,3,No,Sometimes,3,3,3,3,12,3
Marisol,IDSL411,F,48,Single,Marketing,2,Sales,Sales Executive,3,9,257,42,4798,12120,Yes,80,2,2,6,7,3,No,Sometimes,4,3,2,3,16,1
Marissa,IDSL174,F,34,Married,Marketing,1,Sales,Sales Executive,1,7,203,55,10472,14197,No,80,20,10,15,10,2,No,No,3,3,3,3,12,1
Marjorie,IDRD186,F,44,Married,Technical Degree,4,Research & Development,Manufacturing Director,9,13,491,36,4342,9540,No,80,7,2,0,5,2,No,Mostly,1,3,2,3,16,3
Mark,IDHR002,M,41,Married,Marketing,3,Human Resources,Sales Executive,3,21,111,31,5350,17731,Yes,80,3,2,2,2,3,No,Sometimes,4,2,2,4,21,2
Marla,IDRD787,F,27,Divorced,Life Sciences,4,Research & Development,Research Scientist,4,1,519,48,3087,13093,No,80,0,4,0,2,5,No,Sometimes,1,3,1,3,17,2
Marlene,IDRD354,F,40,Single,Medical,3,Research & Development,Healthcare Representative,7,2,240,69,10154,7505,Yes,80,13,6,4,12,2,No,Sometimes,4,3,3,3,11,3
Marlon,IDSL432,M,30,Married,Marketing,1,Sales,Sales Executive,1,8,1111,90,9158,17519,No,80,5,4,1,3,3,No,No,3,3,2,3,14,3
Marsha,IDRD410,F,53,Single,Life Sciences,1,Research & Development,Research Scientist,7,3,580,88,3604,26894,No,80,5,2,0,4,5,No,Sometimes,1,2,1,4,20,4
Marshall,IDRD435,M,30,Married,Technical Degree,5,Research & Development,Laboratory Technician,1,22,1475,52,2341,22977,Yes,80,3,2,2,2,2,No,Sometimes,4,3,1,3,12,3
Martha,IDSL035,F,35,Divorced,Marketing,1,Sales,Sales Executive,4,1,319,36,5704,4292,No,80,2,2,2,3,1,No,Sometimes,1,3,2,3,18,4
Martin,IDSL066,M,28,Single,Marketing,2,Sales,Sales Executive,0,8,548,46,5297,6513,Yes,80,7,4,1,7,4,No,Sometimes,4,2,2,3,14,2
Marty,IDRD892,M,41,Single,Other,4,Research & Development,Research Scientist,0,1,481,74,3978,26862,No,80,3,2,1,2,3,No,Sometimes,4,3,1,3,11,3
Marvin,IDRD205,M,54,Married,Medical,2,Research & Development,Research Scientist,3,1,958,44,2785,15220,No,80,7,7,0,7,2,No,Sometimes,3,3,1,3,11,3
Mary,IDRD003,F,30,Divorced,Medical,2,Research & Development,Research Scientist,1,2,141,62,3056,21152,No,80,2,2,2,2,4,No,Sometimes,2,2,1,3,18,4
Maryann,IDRD573,F,56,Divorced,Medical,3,Research & Development,Manager,5,13,912,51,18862,6389,No,80,18,14,13,5,2,Yes,Sometimes,2,2,4,3,14,3
Mason,IDRD172,M,39,Married,Life Sciences,4,Research & Development,Healthcare Representative,0,2,1283,95,4225,14265,No,80,9,8,0,8,0,No,Mostly,4,3,2,3,12,3
Mateo,IDRD610,M,34,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,1,1,241,58,2530,9965,Yes,80,10,9,5,8,2,No,Sometimes,4,1,1,3,13,3
Mathew,IDRD478,M,21,Divorced,Medical,3,Research & Development,Research Scientist,1,6,1011,74,4075,4309,No,80,3,2,4,2,2,No,Sometimes,4,3,2,3,14,2
Matilda,IDRD872,F,29,Single,Life Sciences,1,Research & Development,Laboratory Technician,1,1,1046,30,3514,20495,No,80,3,3,1,3,1,No,Mostly,4,3,1,3,15,3
Matthew,IDRD010,M,38,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,7,6,1320,31,2301,13786,No,80,14,4,1,0,2,No,Sometimes,1,3,1,3,14,3
Mattie,IDRD357,F,41,Divorced,Medical,3,Research & Development,Manager,5,5,613,55,19847,25593,Yes,80,5,3,1,2,3,No,Sometimes,1,4,3,3,11,2
Maude,IDHR051,F,31,Married,Life Sciences,3,Human Resources,Research Director,7,10,475,96,5348,17661,No,80,5,2,1,2,2,No,Mostly,1,3,2,3,12,2
Maureen,IDSL149,F,35,Married,Other,4,Sales,Sales Executive,1,4,540,86,7532,10176,No,80,8,2,0,3,4,No,Sometimes,2,3,2,3,12,3
Maurice,IDSL161,M,58,Single,Medical,3,Sales,Sales Executive,0,13,115,42,5205,11784,No,80,9,2,2,2,2,No,Sometimes,4,2,2,3,11,2
Max,IDRD309,M,22,Single,Life Sciences,3,Research & Development,Research Scientist,1,1,791,59,2223,23755,No,80,6,2,0,2,1,No,Mostly,3,3,1,3,16,2
Maxine,IDRD386,F,29,Divorced,Life Sciences,2,Research & Development,Research Scientist,1,21,1146,31,4888,6552,No,80,7,3,1,7,4,No,Mostly,3,3,2,3,12,3
Maxwell,IDSL218,M,41,Divorced,Marketing,4,Sales,Manager,4,2,590,58,13274,12435,No,80,9,5,7,5,6,No,Sometimes,3,3,4,3,11,4
May,IDRD676,F,34,Married,Medical,3,Research & Development,Laboratory Technician,0,14,243,41,3762,17030,Yes,80,5,4,1,4,1,No,Mostly,4,3,1,3,18,3
Maya,IDRD422,F,34,Married,Technical Degree,4,Research & Development,Research Scientist,1,4,739,77,2073,11086,No,80,6,3,0,2,3,No,Sometimes,3,3,1,3,14,2
Mayra,IDRD841,F,40,Divorced,Medical,2,Research & Development,Healthcare Representative,2,2,561,77,6838,18312,Yes,80,1,0,0,0,6,No,Sometimes,4,2,2,3,12,3
Mckenna,IDRD800,F,34,Married,Life Sciences,3,Research & Development,Research Scientist,2,2,1441,90,2007,2641,No,80,5,4,1,2,3,No,Sometimes,4,4,1,3,18,3
Mckenzie,IDSL290,F,36,Married,Marketing,4,Sales,Sales Executive,3,3,1492,66,8805,4007,Yes,80,1,0,0,0,2,No,Sometimes,3,2,3,4,22,4
Meagan,IDSL330,F,23,Single,Life Sciences,3,Sales,Sales Executive,1,24,183,47,5637,18377,Yes,80,3,2,0,2,0,No,Sometimes,3,2,2,3,15,3
Megan,IDSL039,F,46,Single,Other,2,Sales,Sales Executive,3,1,1306,52,4596,12290,Yes,80,8,4,7,7,3,Yes,Mostly,4,4,2,3,14,3
Meghan,IDRD404,F,30,Married,Life Sciences,3,Research & Development,Research Scientist,1,9,1189,68,3980,6637,No,80,10,7,0,8,2,No,Sometimes,3,4,2,4,21,3
Melanie,IDRD199,F,40,Married,Technical Degree,3,Research & Development,Healthcare Representative,8,22,1232,30,8646,25449,No,80,8,4,0,7,6,No,Sometimes,2,3,3,3,13,3
Melba,IDRD843,F,41,Married,Life Sciences,3,Research & Development,Research Director,1,14,629,87,16666,21254,No,80,2,8,1,1,3,No,Sometimes,4,3,4,4,24,2
Melinda,IDRD337,F,25,Married,Life Sciences,1,Research & Development,Human Resources,1,20,286,86,1682,26069,Yes,80,9,7,1,7,2,No,Mostly,1,2,3,3,12,4
Melissa,IDRD047,F,45,Married,Technical Degree,4,Research & Development,Laboratory Technician,5,12,1381,75,2393,21164,Yes,80,2,2,3,2,3,Yes,No,3,1,1,3,19,3
Melody,IDSL211,F,40,Divorced,Medical,3,Sales,Sales Executive,8,21,1306,39,5178,4579,No,80,3,2,1,2,1,No,Sometimes,2,2,2,3,14,3
Melvin,IDSL092,M,44,Married,Life Sciences,4,Sales,Sales Executive,3,8,417,64,8775,3250,No,80,6,2,1,2,3,No,No,3,3,2,3,14,2
Mercedes,IDRD714,F,35,Divorced,Other,1,Research & Development,Healthcare Representative,1,14,706,98,8032,2198,No,80,10,8,0,7,2,No,Mostly,1,2,2,3,14,3
Meredith,IDHR038,F,42,Single,Other,2,Human Resources,Sales Executive,3,8,774,77,5421,16565,No,80,8,4,2,0,3,No,Sometimes,3,2,2,3,19,3
Merle,IDRD929,M,20,Single,Life Sciences,2,Research & Development,Laboratory Technician,0,7,557,67,2691,12316,Yes,80,6,3,1,2,2,No,Mostly,2,3,1,3,13,3
Mia,IDSL095,F,40,Single,Marketing,4,Sales,Sales Representative,1,2,1030,57,2590,22038,Yes,80,1,7,0,0,3,No,Sometimes,1,3,1,3,17,2
Micah,IDSL219,M,47,Single,Technical Degree,4,Sales,Sales Executive,3,1,587,88,5722,13962,No,80,4,2,4,2,2,No,Sometimes,3,2,2,4,22,1
Michael,IDRD002,M,30,Divorced,Medical,4,Research & Development,Manufacturing Director,5,12,291,66,10047,7369,No,80,10,6,3,9,5,No,Sometimes,3,3,3,3,16,3
Michaela,IDSL310,F,39,Single,Marketing,3,Sales,Human Resources,0,1,1130,71,2332,16390,No,80,0,0,0,0,2,Yes,Sometimes,3,4,1,3,17,3
Micheal,IDSL139,M,35,Divorced,Marketing,2,Sales,Sales Executive,4,1,423,64,5422,12149,No,80,2,2,2,2,2,No,Mostly,1,2,2,3,14,3
Michele,IDRD221,F,31,Single,Medical,3,Research & Development,Research Scientist,2,10,831,66,2686,7004,No,80,1,0,0,0,2,Yes,Sometimes,1,3,1,3,18,2
Michelle,IDRD040,F,24,Married,Life Sciences,2,Research & Development,Laboratory Technician,0,13,415,55,3474,17804,No,80,2,2,2,2,2,Yes,Sometimes,2,3,1,3,13,3
Miguel,IDSL121,M,31,Married,Marketing,4,Sales,Sales Executive,9,2,626,70,6445,21788,No,80,6,2,0,4,2,No,Sometimes,2,3,2,3,12,2
Mikayla,IDRD614,F,26,Divorced,Human Resources,1,Research & Development,Laboratory Technician,1,2,1171,43,3823,17018,Yes,80,5,2,0,2,2,Yes,Sometimes,1,2,1,3,14,2
Mike,IDRD249,M,36,Single,Life Sciences,2,Research & Development,Manufacturing Director,2,2,499,38,6920,17174,Yes,80,7,0,0,7,2,Yes,Mostly,3,3,3,3,11,4
Mila,IDRD736,F,31,Married,Life Sciences,1,Research & Development,Research Scientist,9,1,1239,75,2148,18035,Yes,80,7,0,0,4,5,No,Sometimes,3,3,1,3,11,3
Mildred,IDSL047,F,41,Single,Marketing,2,Sales,Sales Representative,1,4,343,100,2918,5928,No,80,1,0,0,0,3,Yes,Mostly,1,3,1,3,13,3
Miles,IDSL233,M,27,Married,Technical Degree,2,Sales,Sales Representative,1,16,146,72,2907,24257,No,80,5,2,0,2,2,No,Sometimes,3,2,1,3,12,4
Millie,IDRD925,F,44,Married,Medical,2,Research & Development,Healthcare Representative,1,18,593,45,5655,22125,No,80,10,8,4,9,2,Yes,Sometimes,1,2,2,3,15,2
Milton,IDRD380,M,31,Married,Medical,2,Research & Development,Research Director,2,2,107,86,10248,10522,No,80,15,11,4,13,1,No,Sometimes,4,3,5,3,15,3
Mindy,IDRD732,F,52,Married,Medical,3,Research & Development,Healthcare Representative,2,7,1490,89,5272,9733,Yes,80,2,2,2,2,2,No,Sometimes,1,3,2,3,12,2
Minnie,IDSL141,F,50,Married,Life Sciences,2,Sales,Manager,3,19,1492,75,16872,13466,No,80,21,0,0,0,5,No,Sometimes,2,3,4,3,16,2
Miranda,IDSL186,F,41,Married,Technical Degree,3,Sales,Sales Executive,4,16,107,60,13133,12144,No,80,6,2,1,1,5,No,Sometimes,3,3,3,3,12,2
Miriam,IDRD391,F,25,Single,Medical,2,Research & Development,Laboratory Technician,1,24,1266,35,4467,19739,No,80,2,2,2,2,2,No,Mostly,1,2,1,4,23,3
Misty,IDRD458,F,41,Married,Other,4,Research & Development,Healthcare Representative,8,2,897,50,4943,10988,Yes,80,1,0,0,0,2,No,Sometimes,3,3,2,3,16,2
Mitchell,IDRD284,M,27,Single,Life Sciences,3,Research & Development,Research Scientist,1,18,502,75,4225,18879,No,80,5,2,0,4,2,No,No,2,3,1,3,14,3
Mollie,IDRD700,F,37,Married,Medical,2,Research & Development,Manufacturing Director,1,5,1409,60,11045,2125,Yes,80,14,16,4,11,2,No,Mostly,3,2,3,3,12,3
Molly,IDRD286,F,42,Married,Other,3,Research & Development,Healthcare Representative,2,2,1173,56,9727,7110,No,80,3,2,1,4,3,No,Sometimes,4,2,3,3,11,3
